id,codigo_barras,nombre,marca,categoria,departamento,unidad,precio,precio_descuento,desde_piezas,precio_caja,piezas_caja,precio_unitario_valor,precio_unitario_unidad,stock,disponible
9984422,7501103300101,T-TAIO BORLA PARA BAÑO 15-1 PZ,T-TAIO,ACCESORIOS,Limpieza y Hogar,PZA,14.5,10.83,,162.5,15,,,24,True
9984420,7501103300224,Tela Strech para Baño T Taio,T-TAIO,ACCESORIOS,Limpieza y Hogar,PZA,19.5,,,585.0,30,,,100,True
7701029,7503004711024,Arena para Gato Econo Aglutinante 3 Kg,ECONO LITTER,ACCESORIOS PARA MASCOTA,Mascotas,PZA,28.9,27.32,,163.9,6,9.63,kg,54,True
7701042,7502239522450,Arena para gato aglutinante Karena 3Kg,KARENA,ACCESORIOS PARA MASCOTA,Mascotas,PZA,19.5,17.81,,142.5,8,6.5,kg,0,False
7701041,7503004711048,Arena para gatos absorbente Econo litter 3Kg,ECONO LITTER,ACCESORIOS PARA MASCOTA,Mascotas,PZA,25.9,24.58,,122.9,5,8.63,kg,34,True
9400156,7501039123065,ACEITE AVE VEGETAL 12-800 ML,AVE,ACEITE,Canasta Básica / Primera Necesidad,PZA,33.2,29.17,,350.0,12,41.5,L,342,True
9400159,7501039122792,Aceit  Vegetal Gran Tradición 1 L,GRAN TRADICION,ACEITE,Canasta Básica / Primera Necesidad,PZA,41.2,37.0,,444.0,12,41.2,L,171,True
1008005,75002343,Aceite Vegetal 123 Botella  1 Litro,123,ACEITE,Canasta Básica / Primera Necesidad,PZA,39.0,,,468.0,12,39.0,L,246,True
1008010,75005443,"Aceite Vegetal 123, 500 ml",123,ACEITE,Canasta Básica / Primera Necesidad,PZA,24.4,21.88,,525.0,24,48.8,L,696,True
9400158,7501039122716,Aceite Vegetal AVE Comestible 400 ml,AVE,ACEITE,Canasta Básica / Primera Necesidad,PZA,18.8,16.98,,203.8,12,47.0,L,530,True
5701005,7501048100248,Aceite Vegetal Comestible Cristal 1.5 Litros,CRISTAL,ACEITE,Canasta Básica / Primera Necesidad,PZA,63.4,55.75,,446.0,8,42.27,L,426,True
5701004,7501039120019,Aceite Vegetal Comestible Cristal 1L,CRISTAL,ACEITE,Canasta Básica / Primera Necesidad,PZA,42.2,37.08,,445.0,12,42.2,L,1141,True
5701002,5701001,Aceite Vegetal Comestible Cristal 500 ml,CRISTAL,ACEITE,Canasta Básica / Primera Necesidad,PZA,20.9,18.33,,439.9,24,41.8,L,518,True
5701011,7501048102501,Aceite Vegetal Kártamus 900 ml,KARTAMUS,ACEITE,Canasta Básica / Primera Necesidad,PZA,39.6,37.54,,450.5,12,44.0,L,0,False
5940503,7501491062964,Aceite Vegetal Oleico Botella con 825 ml,OLEICO,ACEITE,Canasta Básica / Primera Necesidad,PZA,75.5,69.83,,837.9,12,91.52,L,51,True
9602998,7501039122099,Aceite Vegetal Sabrosano Sabor Mantequilla 850 ml,SABRO SANO,ACEITE,Canasta Básica / Primera Necesidad,PZA,36.9,,,442.8,12,43.41,L,43,True
5701022,7501048103010,Aceite de Canola Canoil 946 ml,CANOIL,ACEITE,Canasta Básica / Primera Necesidad,PZA,46.5,44.08,,528.9,12,49.15,L,48,True
9603021,7502223772588,Aceite de Canola Capullo 755 ml,CAPULLO,ACEITE,Canasta Básica / Primera Necesidad,PZA,46.6,45.16,,541.9,12,61.72,L,182,True
5850006,7501009600213,Aceite de Canola Maravilla 900  ml,MARAVILLA,ACEITE,Canasta Básica / Primera Necesidad,PZA,38.5,34.91,,418.9,12,42.78,L,22,True
5920007,7502007292219,Aceite de Oliva El Olivo 180 ml,EL OLIVO,ACEITE,Canasta Básica / Primera Necesidad,PZA,33.9,30.34,,1365.5,45,188.33,L,163,True
5920006,5920006,Aceite de Oliva El Olivo 45 ml,EL OLIVO,ACEITE,Canasta Básica / Primera Necesidad,PZA,77.0,69.27,,692.7,10,1711.11,L,4,True
5920002,7501696252580,Aceite de Oliva San Lucas 1 L,SAN LUCAS,ACEITE,Canasta Básica / Primera Necesidad,PZA,210.5,165.88,,1990.5,12,210.5,L,12,True
5940013,7501039121993,Aceite de Soya Comestible Nutrioli 400 ml,NUTRIOLI,ACEITE,Canasta Básica / Primera Necesidad,PZA,21.2,19.0,,228.0,12,53.0,L,234,True
5940014,7501039122846,Aceite de Soya Comestible Nutrioli 800 ml,NUTRIOLI,ACEITE,Canasta Básica / Primera Necesidad,PZA,40.3,36.25,,435.0,12,50.37,L,510,True
5600305,7502218213027,Aceite de Soya Victoria 850 ml,VICTORIA,ACEITE,Canasta Básica / Primera Necesidad,PZA,32.0,28.75,,345.0,12,37.65,L,555,True
5940016,7501039126370,Aceite de soya Nutrioli 1.18L,NUTRIOLI,ACEITE,Canasta Básica / Primera Necesidad,PZA,44.0,39.95,,479.4,12,37.29,L,282,True
6000048,7501003390417,ACEITUNAS BUFALO C/HUESO MANZ. 24-150GR,BUFALO,ACEITUNA,Alimentos y Despensa,PZA,37.5,31.44,,754.5,24,250.0,kg,33,True
6601511,7501055900121,Crema Acida Alpura 200 Ml,ALPURA,ACIDA,Cremería y Salchichonería,PZA,17.5,16.2,,388.8,24,87.5,L,1013,True
6601507,6601507,Crema Acida Alpura 4 L,ALPURA,ACIDA,Cremería y Salchichonería,PZA,219.0,,,,,54.75,L,78,True
6601513,7501055900336,Crema Acida Alpura 426 ml,ALPURA,ACIDA,Cremería y Salchichonería,PZA,35.0,32.5,,780.0,24,82.16,L,1632,True
6601515,7501055900343,Crema Acida Alpura 900 Ml,ALPURA,ACIDA,Cremería y Salchichonería,PZA,71.7,66.67,,800.0,12,79.67,L,109,True
6601514,7501055916030,Crema Ácida Deslactosada Alpura 426 ml,ALPURA,ACIDA,Cremería y Salchichonería,PZA,37.3,35.43,,850.3,24,87.56,L,83,True
6670112,7501020511451,Crema Ácida Lala Bote 417g,LALA,ACIDA,Cremería y Salchichonería,PZA,37.7,35.0,,420.0,12,90.41,kg,297,True
6670116,7501020513134,Crema Ácida Lala Bote con 196 gr,LALA,ACIDA,Cremería y Salchichonería,PZA,19.5,16.5,,396.0,24,99.49,kg,181,True
2600216,7501020512373,Crema Ácida Lala Bote con 3.92 kg,LALA,ACIDA,Cremería y Salchichonería,PZA,243.0,,,729.0,3,61.99,kg,35,True
6670114,7501020511468,Crema Ácida Lala Bote con 882 gr,LALA,ACIDA,Cremería y Salchichonería,PZA,64.0,60.8,,364.8,6,72.56,kg,46,True
9960319,759686560505,Bolsa de Paleta Tarrito Vero con 40 pzas 640 gr,VERO,ACIDULADO,Dulcería,PZA,68.5,66.23,,1589.4,24,107.03,kg,17,True
9963114,719886120183,Pack de Crayón Sabor Surtido 10 pzas 280 gr,CRAYON,ACIDULADO,Dulcería,PZA,73.2,68.98,,827.8,12,261.43,kg,22,True
9983971,7506192510677,Tratamiento Capilar Nutribela 10 Suero Hialurónico 90g,NUTRIBELA,ACONDICIONADOR,Cuidado Personal e Higiene,PZA,20.7,16.99,,271.9,16,230.0,kg,134,True
9983962,7506192510110,Tratamiento capilar Nutribella 10 Kratina natural Bioactiva 90g,NUTRIBELA,ACONDICIONADOR,Cuidado Personal e Higiene,PZA,20.7,16.99,,271.9,16,230.0,kg,7,True
9983982,7506192511278,Tratamiento capilar colágeno Nutribella 10 90g,NUTRIBELA,ACONDICIONADOR,Cuidado Personal e Higiene,PZA,20.7,16.99,,271.9,16,230.0,kg,144,True
0600104,7501071906800,Desmanchador Clorox  Ropa Colores Vivos  Dual Pack 930 ml,CLOROX,ADITIVO,Limpieza y Hogar,PZA,69.9,57.84,,404.9,7,75.16,L,21,True
1901525,7501058715364,Quita Manchas en Gel Vanish Rosa 420 ml,VANISH,ADITIVO,Limpieza y Hogar,PZA,19.9,17.49,,209.9,12,47.38,L,48,True
0600036,7501071902086,Quitamanchas Clorox Ropa Colores Vivos Sin Cloro 930 ml,CLOROX,ADITIVO,Limpieza y Hogar,PZA,36.9,32.26,,483.9,15,39.68,L,23,True
1901516,7503002319529,Quitamanchas Para Ropa Vanish Líquido 925 ml,VANISH,ADITIVO,Limpieza y Hogar,PZA,55.9,49.06,,686.9,14,60.43,L,15,True
0120003,7501016801504,Removedor de Manchas en Polvo La Golondrina Oxi Poder 40 gr,GOLONDRINA,ADITIVO,Limpieza y Hogar,PZA,6.5,5.28,,527.5,100,162.5,kg,224,True
1901531,7501058796585,Vanish Pink Multiusos Quitamanchas 2 Pack 925 ml,VANISH,ADITIVO,Limpieza y Hogar,PZA,100.5,88.15,,528.9,6,108.65,L,15,True
1901513,7501058751195,"Vanish White Quitamanchas Líquido, Blanqueador Sin Cloro 99 ml",VANISH,ADITIVO,Limpieza y Hogar,PZA,55.9,49.06,,686.9,14,564.65,L,34,True
4779942,7501059215764,AGUA NESTLE PUREZA VITAL 6-1LT (CONV),PUREZA VITAL,AGUA,Bebidas y Jugos,PZA,8.0,,,48.0,6,8.0,L,37,True
4779927,7501480700051,AGUA TEHUACAN NATURAL 12-1.5 LT (CONV),TEHUACAN,AGUA,Conveniencia,PZA,12.6,,,151.2,12,8.4,L,23,True
9110044,758104000340,Agua Bonafont Natural 750 Ml,BONAFONT,AGUA,Conveniencia,PZA,13.0,,,78.0,6,17.33,L,254,True
9800163,735257850022,Bolsa de Gelatina Para Preparar Dgari Fresa 720 gr,D GARI,AGUA,Alimentos y Despensa,PZA,68.8,,,688.0,10,95.56,kg,0,False
9800165,735257850046,Bolsa de Gelatina Para Preparar Dgari limón 720 gr,D GARI,AGUA,Alimentos y Despensa,PZA,68.8,,,688.0,10,95.56,kg,0,False
9110000,9110000,Envase Bonafont Garrafón 20L,BONAFONT,AGUA,Conveniencia,PZA,108.2,,,,,5.41,L,0,False
9110001,758104000494,Garrafón Agua Bonafont Natural 20 L,BONAFONT,AGUA,Conveniencia,PZA,65.0,,,,,3.25,L,0,False
9800101,735257001011,Gelatina D'Gari Sabor Anís 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,14,True
9801618,735257002445,Gelatina D'Gari Sabor Cereza 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,117,True
9800105,735257001028,Gelatina D'Gari Sabor Durazno 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,282,True
9800107,735257001202,Gelatina D'Gari Sabor Frambuesa 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,105,True
9800009,735257001899,Gelatina D'Gari Sabor Frutos Rojos 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,63,True
9800112,735257001196,Gelatina D'Gari Sabor Grosella 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,207,True
9800114,735257001066,Gelatina D'Gari Sabor Jerez 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,148,True
9800132,735257001073,Gelatina D'Gari Sabor Limón 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,659,True
9800131,735257001219,Gelatina D'Gari Sabor Mandarina 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,178,True
9800033,735257001301,Gelatina D'Gari Sabor Mango Manila 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,122,True
9800117,73525700122,Gelatina D'Gari Sabor Mora Silvestre 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,394,True
9800118,735257001097,Gelatina D'Gari Sabor Naranja 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,229,True
9800122,735257001103,Gelatina D'Gari Sabor Piña 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,798,True
9800130,735257001010,Gelatina D'Gari Sabor Uva 120 Gr,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,215,True
9800110,735257001042,Gelatina D'Gari de Agua Sabor Fresa 120g,D GARI,AGUA,Alimentos y Despensa,PZA,11.8,10.59,,529.5,50,98.33,kg,165,True
9110005,9110005,Agua Bonafont Natural 1 L,BONAFONT,AGUA NATURAL,Bebidas y Jugos,PZA,7.3,6.2,,74.4,12,7.3,L,1493,True
9090006,758104000159,Agua Bonafont Natural 1.5 L,BONAFONT,AGUA NATURAL,Bebidas y Jugos,PZA,8.7,7.33,,88.0,12,5.8,L,1216,True
9110017,758104001972,Agua Bonafont Natural 2 L,BONAFONT,AGUA NATURAL,Bebidas y Jugos,PZA,13.8,11.67,,140.0,12,6.9,L,384,True
9110014,758104001712,Agua Bonafont Natural 600 Ml,BONAFONT,AGUA NATURAL,Bebidas y Jugos,PZA,6.2,5.2,,62.4,12,10.33,L,279,True
1400611,7503049695143,Agua Doña Vita Natural 1L,DOÑA VITA,AGUA NATURAL,Bebidas y Jugos,PZA,5.5,4.79,,57.5,12,5.5,L,516,True
1400608,813962512036,Agua Doña Vita Natural Botella 500 ml,DOÑA VITA,AGUA NATURAL,Bebidas y Jugos,PZA,3.5,2.89,,80.9,28,7.0,L,4116,True
4792212,7501086801046,Agua Natural E Pura 1 L,E PURA,AGUA NATURAL,Bebidas y Jugos,PZA,10.6,8.43,,101.1,12,10.6,L,87,True
4792214,7501086801015,Agua Natural E Pura 1.5 L,E PURA,AGUA NATURAL,Bebidas y Jugos,PZA,12.6,10.02,,120.2,12,8.4,L,171,True
9006016,7501059235441,Agua Natural Santa María 1 L,SANTA MARIA,AGUA NATURAL,Bebidas y Jugos,PZA,8.6,7.05,,42.3,6,8.6,L,163,True
4782006,7501055378319,Agua Purificada Ciel 1.38L,CIEL,AGUA NATURAL,Bebidas y Jugos,PZA,7.6,6.69,,80.3,12,5.51,L,228,True
1400609,7503049695150,Agua natural Doña Vita 1.5l,DOÑA VITA,AGUA NATURAL,Bebidas y Jugos,PZA,5.9,5.71,,68.5,12,3.93,L,1139,True
4782042,7501022015421,Agua Be Light sabor fresa - moras1.5L,BE LIGHT,AGUA SABORIZADA,Bebidas y Jugos,PZA,20.5,18.65,,111.9,6,13.67,L,24,True
4782041,7501011181755,Agua Be Light sabor limón 1.5L,BE LIGHT,AGUA SABORIZADA,Bebidas y Jugos,PZA,20.5,18.65,,111.9,6,13.67,L,19,True
9110042,758104006281,Agua Bonafont Juizzy Sabor Guayaba 1 L,JUIZZY,AGUA SABORIZADA,Bebidas y Jugos,PZA,15.9,15.0,,90.0,6,15.9,L,394,True
9110036,758104006298,Agua Bonafont Juizzy Sabor Guayaba 1.4 L,JUIZZY,AGUA SABORIZADA,Bebidas y Jugos,PZA,21.2,18.0,,108.0,6,15.14,L,225,True
9110049,758104006328,Agua Bonafont Juizzy Sabor Jamaica 1.4 L,JUIZZY,AGUA SABORIZADA,Bebidas y Jugos,PZA,21.2,18.0,,108.0,6,15.14,L,206,True
9090326,758104006632,Agua Bonafont Levite Sabor Pepino-Limón 1.4 L,LEVITE,AGUA SABORIZADA,Bebidas y Jugos,PZA,19.3,16.33,,98.0,6,13.79,L,75,True
9090327,758104006533,Agua Bonafont Levite Sabor Piña-Coco 1.4 L,LEVITE,AGUA SABORIZADA,Bebidas y Jugos,PZA,19.3,16.33,,98.0,6,13.79,L,404,True
9110052,758104008391,Agua Bonafont Levité Sabor Frutos Rojos 1 L,LEVITE,AGUA SABORIZADA,Bebidas y Jugos,PZA,17.9,16.82,,100.9,6,17.9,L,74,True
9090329,758104008346,"Agua Bonafont Levité Sabor Frutos Rojos 1,4L",LEVITE,AGUA SABORIZADA,Bebidas y Jugos,PZA,19.3,16.33,,98.0,6,13.79,L,376,True
4782040,7501011181809,Agua Sabor Jamaica Be Light 1.5 L,BE LIGHT,AGUA SABORIZADA,Bebidas y Jugos,PZA,20.5,18.65,,111.9,6,13.67,L,5,True
9110051,758104008087,Agua Saborizada Juizzy Limón Bonafont 1.4 L,JUIZZY,AGUA SABORIZADA,Bebidas y Jugos,PZA,21.2,18.0,,108.0,6,15.14,L,255,True
9110053,758104008759,Aguas frescas Bonafont sabor mango 1.4 L,JUIZZY,AGUA SABORIZADA,Bebidas y Jugos,PZA,21.2,18.0,,108.0,6,15.14,L,62,True
9110054,758104008216,Aguas frescas Bonafont sabor naranja1.4 L,JUIZZY,AGUA SABORIZADA,Bebidas y Jugos,PZA,21.2,18.0,,108.0,6,15.14,L,336,True
7540109,7506192506779,Congelada BonIce doble  surtido 4 pzas,BONICE,AGUA SABORIZADA,Dulcería,PZA,28.4,26.56,,424.9,16,,,21,True
7540113,7506192510417,Congelada Bonnieve sabores  Surtidos 100 ml,BONICE,AGUA SABORIZADA,Alimentos Congelados y Refrigerados,PZA,28.4,26.56,,424.9,16,284.0,L,74,True
7540110,7506192508964,Pack Congelada BonIce BonIcessote Chingon3s con 4 piezas de 100 ml c/u,BONICE,AGUA SABORIZADA,Alimentos Congelados y Refrigerados,PZA,28.4,27.03,,432.5,16,284.0,L,15,True
1103031,20041333432483,PILAS ALCALINAS DURACELL AAA TIRA 10-6-2 PZ,DURACELL,ALCALINA,Ferretería,PZA,213.7,,,2137.0,10,,,19,True
1103032,00041333017631,Pilas alcalinas AA Duracell Tira 6 Pzas,DURACELL,ALCALINA,Ferretería,PZA,213.7,,,2137.0,10,,,18,True
9982102,7501020609608,Algodón plisado Zuum Hello Kitty 100g,ZUUM,ALGODONES,Farmacia,PZA,31.0,25.5,,611.9,24,310.0,kg,36,True
9982862,7501020626155,Almohadilla Facial desmaquillante Zuum 50 Pzas,ZUUM,ALGODONES,Cuidado Personal e Higiene,PZA,17.5,14.0,,671.9,48,,,24,True
9982899,7501020605815,Almohadilla facial de algodón Zuum Hello Kitty 100 Pzas,ZUUM,ALGODONES,Farmacia,PZA,33.1,27.51,,962.9,35,,,43,True
9982992,7501192600366,DALUX ALMOHADILLA FACIAL  48-100 PZ,DALUX,ALGODONES,Farmacia,PZA,37.0,31.5,,1511.9,48,,,61,True
9982904,759684272325,Hisopos Kiuts Jaloma 300 pzas,JALOMA,ALGODONES,Farmacia,PZA,28.8,23.0,,551.9,24,,,28,True
9982872,7501020612035,ZUUM ALGODON PLISADO 24-100 GR,ZUUM,ALGODONES,Farmacia,PZA,38.0,31.5,,755.9,24,380.0,kg,23,True
6500204,7503000208238,Cerezas En Almobar  Lol-Tun 4.3 kg,LOL TUN,ALMIBAR,Alimentos y Despensa,PZA,318.2,,,1272.8,4,74.0,kg,4,True
7701540,7501052477008,Coctel De Frutas En Almíbar Clemente Jacques 850 Gr,CLEMENTE,ALMIBAR,Alimentos y Despensa,PZA,74.5,63.99,,767.9,12,87.65,kg,55,True
7007110,7501017003167,DURAZNOS COSTEÑA EN MITADES 12-820GR,COSTEÑA,ALMIBAR,Alimentos y Despensa,PZA,61.4,54.63,,655.6,12,74.88,kg,107,True
9950162,755342043009,Duraznos En Almibar Santa Mónica En mitades Lata 820 gr.,SANTA MONICA,ALMIBAR,Alimentos y Despensa,PZA,51.5,49.12,,589.5,12,62.8,kg,121,True
6060101,058897151145,Duraznos en Almibar Astra en Cubos Lata 3 KG,ASTRA,ALMIBAR,Alimentos y Despensa,PZA,138.3,,,829.8,6,46.1,kg,38,True
9002678,058897021639,Duraznos en Almibar Astra en Mitades Lata 3 KG,ASTRA,ALMIBAR,Alimentos y Despensa,PZA,139.9,,,839.4,6,46.63,kg,22,True
9950161,7501052477169,Duraznos en Almibar En Trozos Clemente Jacques Lata 820 gr,CLEMENTE,ALMIBAR,Alimentos y Despensa,PZA,159.0,,,954.0,6,193.9,kg,19,True
7320001,7201052477107,Duraznos en Almibar Mitades Clemente Jacques Lata 820 gr,CLEMENTE,ALMIBAR,Alimentos y Despensa,PZA,55.5,49.9,,598.8,12,67.68,kg,53,True
9950160,7501088118005,Duraznos en almibar en mitades La Colina 820g,LA COLINA,ALMIBAR,Alimentos y Despensa,PZA,52.5,47.08,,564.9,12,64.02,kg,39,True
7007118,7501017003341,Mango En Almíbar La Costeña 800 Gr,COSTEÑA,ALMIBAR,Alimentos y Despensa,PZA,59.9,51.33,,615.9,12,74.88,kg,27,True
9400510,755342011008,Piña En Almíbar En Rebanadas Santa Mónica 800 Gr,SANTA MONICA,ALMIBAR,Alimentos y Despensa,PZA,64.5,56.68,,680.16,12,80.62,kg,131,True
9400511,755342011107,Piña En Trozos Santa Mónica Lata 800 gr,SANTA MONICA,ALMIBAR,Alimentos y Despensa,PZA,55.7,52.28,,627.4,12,69.62,kg,71,True
7701542,7501052477213,Piña En trozos Clemente  Jaques Lata 800 gr,CLEMENTE,ALMIBAR,Alimentos y Despensa,PZA,56.4,53.5,,642.0,12,70.5,kg,100,True
9002665,58897300406,Piña en Rebanadas Astra Lata 3 KG,ASTRA,ALMIBAR,Alimentos y Despensa,PZA,208.2,,,1249.2,6,69.4,kg,4,True
7300017,755342011152,Piña en Trozos Santa Mónica Lata 3 Kg,SANTA MONICA,ALMIBAR,Alimentos y Despensa,PZA,192.9,,,1157.4,6,64.3,kg,22,True
7007112,7501017003334,Piña en rebanadas en almibar La Costeña Lata 800g,COSTEÑA,ALMIBAR,Alimentos y Despensa,PZA,66.5,62.79,,753.5,12,83.12,kg,40,True
7701538,7501052477206,Rebanadas De Piña En Almíbar Clemente Jacques 800 Gr,CLEMENTE,ALMIBAR,Alimentos y Despensa,PZA,63.6,55.9,,670.8,12,79.5,kg,66,True
9201617,00415,Alpiste Simple Por Kilo,ABETO,ALPISTE,Semillas y Chiles Secos,PZA,19.3,17.5,,,,,,319,True
2002031,7506425624805,Servilleta Petalo 100+25 Pzas gratis,PETALO,ALTA,Alimentos y Despensa,PZA,18.5,15.68,,752.6,48,,,0,False
2002022,7506425666997,Servilleta Pétalo 470 Pzas,PETALO,ALTA,Alimentos y Despensa,PZA,50.8,46.7,,560.4,12,,,0,False
2292022,7501136700596,Servilletas Florencia 400 Pzas,FLORENCIA,ALTA,Alimentos y Despensa,PZA,22.9,,,274.8,12,,,154,True
2292010,7501136700114,Servilletas MR BIG con 110 piezas,MR BIG,ALTA,Alimentos y Despensa,PZA,10.7,9.38,,450.0,48,,,278,True
2292011,7501136700701,Servilletas Mr. Big 220 Pzas,MR BIG,ALTA,Alimentos y Despensa,PZA,24.5,,,588.0,24,,,35,True
2002021,7501943466340,Servilletas Petalo 420+30 Pzas gratis,PETALO,ALTA,Alimentos y Despensa,PZA,50.8,46.7,,560.4,12,,,0,False
2002026,2002026,Servilletas Pétalo 100 piezas,PETALO,ALTA,Alimentos y Despensa,PZA,18.5,15.68,,752.6,48,,,409,True
2002030,2002030,Servilletas Pétalo 220 piezas,PETALO,ALTA,Alimentos y Despensa,PZA,36.2,30.75,,738.0,24,,,12,True
2002020,2002020,Servilletas Pétalo 420 piezas,PETALO,ALTA,Alimentos y Despensa,PZA,50.8,46.7,,560.4,12,,,226,True
2002054,7506425649495,Servitoalla Petalo Jumbo 230 HD,PETALO,ALTA,Alimentos y Despensa,PZA,26.2,23.5,,282.0,12,,,154,True
2002057,7506425649785,Servitoalla Petalo jumbo 230HD + 20 Hojas extra,PETALO,ALTA,Alimentos y Despensa,PZA,26.2,23.5,,282.0,12,,,0,False
2304009,7506425657506,Servitoalla Pétalo Compact 200 HD,PETALO,ALTA,Alimentos y Despensa,PZA,15.0,12.68,,152.1,12,,,154,True
2002053,7506425627653,Servitoalla Pétalo Práctica 160 Hojas Dobles,PETALO,ALTA,Alimentos y Despensa,PZA,19.5,17.9,,214.8,12,,,68,True
2002051,7501943474307,Servitoalla Toalla De Papel pétalo 1 rollo con 180 hojas,PETALO,ALTA,Alimentos y Despensa,PZA,26.0,23.4,,280.8,12,,,22,True
2304004,7501036624121,TOALLA PAPEL REGIO RINDE+ 220 HD 8-1 PZ,REGIO,ALTA,Alimentos y Despensa,PZA,30.5,25.86,,206.9,8,,,14,True
2304008,7501136700602,Toalla de Cocina Mr. Big 230 HD,MR BIG,ALTA,Alimentos y Despensa,PZA,20.6,18.75,,225.0,12,,,56,True
2304005,7501136700480,Toalla de cocina Rinde Hogar Ecológica 160 HD,RINDE HOGAR,ALTA,Alimentos y Despensa,PZA,10.9,10.56,,253.5,24,,,168,True
2304002,7501036623308,Toallas de papel Regio 1000 Usos con 130 hojas dobles,REGIO,ALTA,Alimentos y Despensa,PZA,20.5,17.32,,207.9,12,,,33,True
2004946,7506425645749,Pañales Kleen Bebé Suavelastic XXJ 40 Pzas,SUAVELASTIC,ALTO,Bebés,PZA,225.0,225.0,,900.0,4,,,31,True
4000508,7501008499818,ASPIRINA 500 MG 80-80 TAB,ASPIRINA,ANALGESICO,Farmacia,PZA,88.5,83.0,,6639.9,80,,,0,False
4000510,7501008496725,ASPIRINA EFERVESCENTE 500 MG 36-60 TAB,ASPIRINA,ANALGESICO,Farmacia,PZA,182.1,171.69,,6180.9,36,,,75,True
4003544,7501008491072,Aspirina 500 mg Pack Mundial 160 Tabs,ASPIRINA,ANALGESICO,Farmacia,PZA,151.6,145.0,,5799.9,40,,,37,True
9732563,650240007651,Bio Electro 250 mg 24 tabs,BIO ELECTRO,ANALGESICO,Farmacia,PZA,117.0,107.48,,644.9,6,,,11,True
4001014,7501008433676,CAFIASPIRINA 500 MG 120-40 TAB,CAFIASPIRINA,ANALGESICO,Farmacia,PZA,67.7,61.37,,7364.5,120,,,38,True
4001010,7501008433515,Cafiaspirina 500 mg Caja 100 Tabs,CAFIASPIRINA,ANALGESICO,Farmacia,PZA,134.9,128.84,,10307.2,80,,,87,True
4035169,7500435181402,Sedalmerck 500 mg Exhibidor 40 Tabs,SEDALMERCK,ANALGESICO,Farmacia,PZA,182.6,162.55,,1625.5,10,,,7,True
4500342,7501043706100,Anís Mico Dulce Ánfora 250 ml,MICO,ANIS,"Cervezas, Coolers, Vinos y Licores",PZA,48.9,44.01,,1056.2,24,195.6,L,46,True
9984242,9984242,Desenfriol Caja con 24 Tabletas,DESENFRIOLITO,ANTIGRIPALES,Farmacia,PZA,71.3,66.48,,1595.6,24,,,36,True
9984316,7501008491003,Desenfriol D 2 Pack 30 Tabs,DESENFRIOL D,ANTIGRIPALES,Farmacia,PZA,78.0,74.23,,6012.49,81,,,72,True
9984238,7501050622899,Desenfriol D Caja con 30 Tabletas,DESENFRIOL D,ANTIGRIPALES,Farmacia,PZA,71.0,66.48,,1595.6,24,,,27,True
9732362,650240010538,NEXT 500 MG 1-10 TAB,NEXT,ANTIGRIPALES,Farmacia,PZA,33.4,29.9,,,,,,14,True
4035167,7503003738404,ROSEL ANTIGRIPAL 50/3/300 MG 1-24 CAP,GENERICO,ANTIGRIPALES,Farmacia,PZA,37.4,32.9,,,,,,5,True
4001507,7501008495339,TABCIN EFERVESCENTE 500 MG 36-60 TAB,TABCIN,ANTIGRIPALES,Farmacia,PZA,241.8,229.68,,8268.5,36,,,22,True
4001505,7501008485057,Tabcin Active 250 mg 12 Capsulas,TABCIN,ANTIGRIPALES,Farmacia,PZA,79.3,73.07,,3507.5,48,,,15,True
4001515,7501008485033,Tabcin Noche 250 mg 12 Capsulas,TABCIN,ANTIGRIPALES,Farmacia,PZA,79.3,73.07,,3507.5,48,,,44,True
9985399,7501124814588,Theraflu Verde Caja con 10 Pzas,THERAFLU,ANTIGRIPALES,Farmacia,PZA,172.8,159.68,,1916.1,12,,,16,True
0108010,7590002012468,VICK VAPORUB TARRO 1-50 GR,VICK,ANTIGRIPALES,Farmacia,PZA,122.4,118.5,,,,2448.0,kg,5,True
